"model_id","target_end_date","wis","ae_median","interval_coverage_50","interval_coverage_95","wis_relative_skill","wis_scaled_relative_skill","ae_median_relative_skill","ae_median_scaled_relative_skill"
"UGA_CEID-Walk",2025-01-04,499.382377788462,540.911447115385,0.00961538461538462,0.0432692307692308,1.60821023306166,1.31424449955239,1.39186894507147,1.25043418718246
"UGA_flucast-Copycat",2024-12-07,18.5735702341137,29.6538461538462,0.384615384615385,0.788461538461538,0.655778278926273,0.578259219007458,0.746375343586714,0.638299466812085
"UGA_flucast-Copycat",2024-12-14,40.890029264214,62.2115384615385,0.173076923076923,0.615384615384615,0.867106553763484,0.72500703892382,0.935616023546704,0.744928381036816
"UGA_flucast-Copycat",2024-12-21,98.2323885172798,147.096153846154,0.108974358974359,0.564102564102564,0.93985813275265,0.729131654473698,1.03620475389485,0.835076150228335
"UGA_flucast-Copycat",2024-12-28,274.987603121516,375.814102564103,0.0128205128205128,0.288461538461538,1.00450654854554,0.786968896539724,1.08816584276255,0.928707081481827
"UGA_flucast-Copycat",2025-01-04,299.156248606466,406.833333333333,0.108974358974359,0.429487179487179,0.919438941326426,0.751374134096929,0.999703645902552,0.898118763489842
"UGA_flucast-INFLAenza",2024-11-30,26.0604264214047,33.8461538461538,0.596153846153846,0.961538461538462,0.842245261329148,0.777806903524403,0.852759913840226,0.768861076046913
"UGA_flucast-INFLAenza",2024-12-07,29.1578428093645,41.2403846153846,0.509615384615385,0.923076923076923,0.755109281064818,0.6658483776693,0.78456865614439,0.670962350508376
"UGA_flucast-INFLAenza",2024-12-14,42.419980490524,66.6089743589744,0.294871794871795,0.852564102564103,0.770512144519622,0.644242309008528,0.860493448703306,0.685116517356591
"UGA_flucast-INFLAenza",2024-12-21,88.33497909699,137.274038461538,0.211538461538462,0.735576923076923,0.776888520636116,0.602701612778524,0.891682996918842,0.718606242146824
"UGA_flucast-INFLAenza",2024-12-28,232.09168687291,320.769230769231,0.0240384615384615,0.370192307692308,0.916987756331932,0.718403323289296,1.00030018399125,0.853717170649107
"UGA_flucast-INFLAenza",2025-01-04,307.138246394231,414.09375,0.0817307692307692,0.408653846153846,0.944973990692462,0.772241616149461,1.03032151447983,0.925625397460843
"UGA_flucast-Scenariocast",2024-12-07,18.1359030100334,27.6923076923077,0.557692307692308,0.903846153846154,0.637926558244092,0.562517736876455,0.697063884323421,0.596128354883026
"UGA_flucast-Scenariocast",2024-12-14,34.4867851170569,51.625,0.403846153846154,0.836538461538462,0.727311810529054,0.608121550733686,0.76736818667923,0.610971089181631
"UGA_flucast-Scenariocast",2024-12-21,71.5787848383501,111.205128205128,0.288461538461538,0.730769230769231,0.676335326357288,0.524693545015778,0.776060139717087,0.625425922226925
"UGA_flucast-Scenariocast",2024-12-28,176.938597408027,261.793269230769,0.173076923076923,0.576923076923077,0.684314154856725,0.536117913928856,0.802611349862514,0.68499746546231
